Player,Team,Affiliation,Year,"Round
 Number","Round
 Pick","Overall
 Pick"
"<!----><a ng-href=""/stats/player/84/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/84/""> Latrell Sprewell <!----> <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Golden State Warriors",Alabama,1992,1,24,24
"<!----><a ng-href=""/stats/player/365/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/365/""> Derrick McKey <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Seattle SuperSonics",Alabama,1987,1,9,9
"<!----><a ng-href=""/stats/player/76695/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76695/""> Jim Farmer <!----> <!---->","<a ng-href=""/stats/team/1610612742/"" href=""/stats/team/1610612742/"">Dallas Mavericks",Alabama,1987,1,20,20
"<!----><a ng-href=""/stats/player/77130/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77130/""> Buck Johnson <!----> <!---->","<a ng-href=""/stats/team/1610612745/"" href=""/stats/team/1610612745/"">Houston Rockets",Alabama,1986,1,20,20
"<!----><a ng-href=""/stats/player/941/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/941/""> Ennis Whatley <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Kansas City Kings",Alabama,1983,1,13,13
"<!----><a ng-href=""/stats/player/77854/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77854/""> Eddie Phillips <!----> <!---->","<a ng-href=""/stats/team/1610612751/"" href=""/stats/team/1610612751/"">New Jersey Nets",Alabama,1982,1,21,21
"<!----><a ng-href=""/stats/player/77273/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77273/""> Reggie King <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Kansas City Kings",Alabama,1979,1,18,18
"<!----><a ng-href=""/stats/player/76590/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76590/""> Leon Douglas <!----> <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Detroit Pistons",Alabama,1976,1,4,4
"<!----><a ng-href=""/stats/player/1628390/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1628390/""> Terrance Ferguson <!----> <!---->","<a ng-href=""/stats/team/1610612760/"" href=""/stats/team/1610612760/"">Oklahoma City Thunder",Adelaide 36ers (Australia),2017,1,21,21
"<!----><a ng-href=""/stats/player/2742/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/2742/""> Sebastian Telfair <!----> <!---->","<a ng-href=""/stats/team/1610612757/"" href=""/stats/team/1610612757/"">Portland Trail Blazers",Abraham Lincoln,2004,1,13,13
"<!----><a ng-href=""/stats/player/203520/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/203520/""> Livio Jean-Charles <!----> <!---->","<a ng-href=""/stats/team/1610612759/"" href=""/stats/team/1610612759/"">San Antonio Spurs",ASVEL Basket (France),2013,1,28,28
"<!----><a ng-href=""/stats/player/2054/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/2054/""> Jake Tsakalidis <!----> <!---->","<a ng-href=""/stats/team/1610612756/"" href=""/stats/team/1610612756/"">Phoenix Suns",A.E.K. Athens B.C. (Greece),2000,1,25,25
"<!----><a ng-href=""/stats/player/1627748/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/1627748/""> Thon Maker <!----> <!---->","<a ng-href=""/stats/team/1610612749/"" href=""/stats/team/1610612749/"">Milwaukee Bucks",,2016,1,10,10
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Mike Magula <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Youngstown State,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jim Kaeding <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",York (PA),1947,0,0,0
"<!----><a ng-href=""/stats/player/77862/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77862/""> Dave Piontek <!----> <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",Xavier,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Hank Budde <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Xavier,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Middie Smith <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Xavier,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jim McMullen <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Xavier,1949,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Ed Huse <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">St. Louis Hawks",Wyoming,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Harry Jorgensen <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",Wyoming,1955,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Cliff Haag <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Wyoming,1952,0,0,0
"<!----><a ng-href=""/stats/player/77900/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77900/""> Moe Radovich <!----> <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",Wyoming,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bill Strannigan <!---->","<a ng-href=""/stats/team/1610610034/"" href=""/stats/team/1610610034/"">St. Louis Bombers",Wyoming,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Gene Fellmoth <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Wittenberg,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Roger Kuss <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Wisconsin-River Falls,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Dick Miller <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Wisconsin,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Dick Cable <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">St. Louis Hawks",Wisconsin,1955,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Ab Nicholas <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Milwaukee Hawks",Wisconsin,1952,0,0,0
"<!----><a ng-href=""/stats/player/76438/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76438/""> Bobby Cook <!----> <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Ft. Wayne Zollner Pistons",Wisconsin,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Ed Mills <!---->","<a ng-href=""/stats/team/1610610025/"" href=""/stats/team/1610610025/"">Chicago Stags",Wisconsin,1948,0,0,0
"<!----><a ng-href=""/stats/player/76407/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76407/""> Paul Cloyd <!----> <!---->","<a ng-href=""/stats/team/1610610036/"" href=""/stats/team/1610610036/"">Washington Capitols",Wisconsin,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bill Chambers <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",William & Mary,1953,0,0,0
"<!----><a ng-href=""/stats/player/76615/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76615/""> Andy Duncan <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",William & Mary,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Robert Hodgson <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Wichita State,1956,0,0,0
"<!----><a ng-href=""/stats/player/77210/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77210/""> Phil Jordon <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Whitworth,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Dick Gross <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",Wheaton (IL),1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Joe Shafer <!---->","<a ng-href=""/stats/team/1610610025/"" href=""/stats/team/1610610025/"">Chicago Stags",Wheaton (IL),1948,0,0,0
"<!----><a ng-href=""/stats/player/76006/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76006/""> Forest Able <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",Western Kentucky,1956,0,0,0
"<!----><a ng-href=""/stats/player/77947/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77947/""> Gene Rhodes <!----> <!---->","<a ng-href=""/stats/team/1610610030/"" href=""/stats/team/1610610030/"">Indianapolis Olympians",Western Kentucky,1952,0,0,0
"<!----><a ng-href=""/stats/player/78225/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/78225/""> Odie Spears <!----> <!---->","<a ng-href=""/stats/team/1610610025/"" href=""/stats/team/1610610025/"">Chicago Stags",Western Kentucky,1948,0,0,0
"<!----><a ng-href=""/stats/player/76808/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76808/""> Dee Gibson <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Western Kentucky,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Willie Bergines <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",West Virginia,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jim Scottie <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",West Virginia,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Harry Moore <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",West Virginia,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Leland Byrd <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",West Virginia,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Robert Carroll <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",West Virginia,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Scotty Hamilton <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",West Virginia,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jim Scott <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",West Texas A&M,1955,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Hank Decker <!---->","<a ng-href=""/stats/team/1610610025/"" href=""/stats/team/1610610025/"">Chicago Stags",West Texas A&M,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Tom Ackerman <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",West Liberty,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Vince Hansen <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Washington State,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Dan London <!---->","<a ng-href=""/stats/team/1610610034/"" href=""/stats/team/1610610034/"">St. Louis Bombers",Washington (MO),1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jay Handlan <!---->","<a ng-href=""/stats/team/1610610030/"" href=""/stats/team/1610610030/"">Indianapolis Olympians",Washington & Lee,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Herman Knoche <!---->","<a ng-href=""/stats/team/1610610031/"" href=""/stats/team/1610610031/"">Pittsburgh Ironmen",Washington & Jefferson,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Joe Cipriano <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Milwaukee Hawks",Washington,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Frank Guisness <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Washington,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bill Vandenburgh <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Washington,1949,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Ralph Bishop <!---->","<a ng-href=""/stats/team/1610610025/"" href=""/stats/team/1610610025/"">Chicago Stags",Washington,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Nick Maguire <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",Villanova,1953,0,0,0
"<!----><a ng-href=""/stats/player/76246/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76246/""> Tom Brennan <!----> <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",Villanova,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Ben Stewart <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",Villanova,1952,0,0,0
"<!----><a ng-href=""/stats/player/76056/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76056/""> Paul Arizin <!----> <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",Villanova,1950,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bob Jake <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Vermont,1947,0,0,0
"<!----><a ng-href=""/stats/player/76617/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76617/""> Pat Dunn <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Utah State,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Darrell Tucker <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">Milwaukee Hawks",Utah State,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bill Hull <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",Utah State,1953,0,0,0
"<!----><a ng-href=""/stats/player/76434/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76434/""> Bert Cook <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Utah State,1952,0,0,0
"<!----><a ng-href=""/stats/player/76156/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76156/""> Gary Bergen <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Utah,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Art Bunte <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Utah,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Glenn Smith <!---->","<a ng-href=""/stats/team/1610612744/"" href=""/stats/team/1610612744/"">Philadelphia Warriors",Utah,1952,0,0,0
"<!----><a ng-href=""/stats/player/76711/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76711/""> Arnie Ferrin <!----> <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Utah,1948,0,0,0
"<!----><a ng-href=""/stats/player/77613/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77613/""> Wat Misaka <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Utah,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Homer Spain <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Union (TN),1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Glen Dille <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",Tulsa,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Warren Shackelford <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",Tulsa,1953,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Bob Holt <!---->","<a ng-href=""/stats/team/1610612747/"" href=""/stats/team/1610612747/"">Minneapolis Lakers",Tulane,1952,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Alex Athas <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",Tulane,1948,0,0,0
"<!----><a ng-href=""/stats/player/76773/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76773/""> Harry Gallatin <!----> <!---->","<a ng-href=""/stats/team/1610612752/"" href=""/stats/team/1610612752/"">New York Knicks",Truman State,1948,0,0,0
"<!----><a ng-href=""/stats/player/76773/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/76773/""> Harry Gallatin <!----> <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Truman State,1947,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Ed Faber <!---->","<a ng-href=""/stats/team/1610610032/"" href=""/stats/team/1610610032/"">Providence Steamrollers",Trinity (TX),1948,0,0,0
"<!----><a ng-href=""/stats/player/77919/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77919/""> Jim Ray <!----> <!---->","<a ng-href=""/stats/team/1610612755/"" href=""/stats/team/1610612755/"">Syracuse Nationals",Toledo,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Dal Zuber <!---->","<a ng-href=""/stats/team/1610612765/"" href=""/stats/team/1610612765/"">Ft. Wayne Zollner Pistons",Toledo,1949,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Robert Bolyard <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Toledo,1947,0,0,0
"<!----><a ng-href=""/stats/player/77797/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77797/""> Estes Parham <!----> <!---->","<a ng-href=""/stats/team/1610610034/"" href=""/stats/team/1610610034/"">St. Louis Bombers",Texas Wesleyan,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Guinn Phillips <!---->","<a ng-href=""/stats/team/1610612738/"" href=""/stats/team/1610612738/"">Boston Celtics",Texas Wesleyan,1948,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Jim Reed <!---->","<a ng-href=""/stats/team/1610612737/"" href=""/stats/team/1610612737/"">St. Louis Hawks",Texas Tech,1956,0,0,0
"<!----> <!----><span ng-if=""::row.PLAYER_PROFILE_FLAG === 0""> Gene Carpenter <!---->","<a ng-href=""/stats/team/1610612758/"" href=""/stats/team/1610612758/"">Rochester Royals",Texas Tech,1956,0,0,0
"<!----><a ng-href=""/stats/player/77725/"" ng-if=""::row.PLAYER_PROFILE_FLAG !== 0"" href=""/stats/player/77725/""> Paul Nolen <!----> <!---->","<a ng-href=""/stats/team/1610610024/"" href=""/stats/team/1610610024/"">Baltimore Bullets",Texas Tech,1953,0,0,0
